,,,,,,,
Código,Classificação,Grupo,Valor,% Partic,% Lucro,%% Vendas,Núm. Clientes
,,,,,,,Atendidos
11154,1.15.131.007.002,                      Haste Flexivel Ate 75un,"8.531,12","59,27","33,51","0,02",2075
11155,1.15.131.008,                Hidratacao Corpo,"28.063,67","4,67","32,94","0,07",0
11156,1.15.131.008.001,                      Creme Hidratante,"9.142,06","32,58","32,67","0,02",357
11157,1.15.131.008.002,                      Creme Para Maos E Pes,"0,00","0,00","0,00","0,00",0
11158,1.15.131.008.003,                      Cremes Especiais,"0,00","0,00","0,00","0,00",0
11159,1.15.131.008.004,                      Gel Hidratante,"221,80","0,79","37,19","0,00",12
11160,1.15.131.008.005,                      Locao Hidratante,"13.239,62","47,18","32,86","0,03",828
11161,1.15.131.008.006,                      Oleo Corporal,"5.460,19","19,46","33,44","0,01",355
11162,1.15.131.009,                Preservativo E Gel,"6.002,47","1,00","31,57","0,02",0
11163,1.15.131.009.001,                      Gel Lubrificante,"0,00","0,00","0,00","0,00",0
11164,1.15.131.009.002,                      Preservativo,"6.002,47","100,00","31,57","0,02",491
11165,1.15.131.010,                Protecao Solar,"523,51","0,09","34,12","0,00",0
11166,1.15.131.010.001,                      Bloqueador,"0,00","0,00","0,00","0,00",0
11167,1.15.131.010.002,                      Bronzeador,"0,00","0,00","0,00","0,00",0
11168,1.15.131.010.003,                      Kit Protetor Solar,"0,00","0,00","0,00","0,00",0
11169,1.15.131.010.004,                      Locao Pos Sol,"0,00","0,00","0,00","0,00",0
11170,1.15.131.010.005,                      Protetor Labial,"0,00","0,00","0,00","0,00",0
11171,1.15.131.010.006,                      Protetor Solar Fps 15,"0,00","0,00","0,00","0,00",0
11172,1.15.131.010.007,                      Protetor Solar Fps 30,"167,14","31,93","37,19","0,00",6
11173,1.15.131.010.008,                      Protetor Solar Fps 50,"356,37","68,07","32,68","0,00",9
11174,1.15.131.010.009,                      Protetor Solar Fps 60,"0,00","0,00","0,00","0,00",0
11175,1.15.131.010.010,                      Protetor Solar Fps Acima De 60,"0,00","0,00","0,00","0,00",0
11176,1.15.131.011,                Repelente,"4.342,75","0,72","26,61","0,01",0
11177,1.15.131.011.001,                      Repelente Aerossol,"549,66","12,66","28,32","0,00",14
11178,1.15.131.011.002,                      Repelente Locao,"2.459,45","56,63","26,29","0,01",108
11179,1.15.131.011.003,                      Repelente Spray,"1.333,64","30,71","26,49","0,00",59
11180,1.15.131.012,                Sabonete,"257.328,11","42,80","31,18","0,67",0
11181,1.15.131.012.001,                      Sabonete Antibacteriano Barra,"8.712,53","3,39","33,06","0,02",816
11182,1.15.131.012.002,                      Sabonete Antibacteriano Liquido E Gel,"0,00","0,00","0,00","0,00",0
11183,1.15.131.012.003,                      Sabonete Barra,"183.459,95","71,29","31,09","0,48",17812
11184,1.15.131.012.004,                      Sabonete Hidratante Barra,"35.183,88","13,67","30,19","0,09",3891
11185,1.15.131.012.005,                      Sabonete Intimo Liquido E Gel,"5.794,69","2,25","32,34","0,02",284
11186,1.15.131.012.006,                      Sabonete Kit Adulto,"5.709,16","2,22","31,82","0,02",246
11187,1.15.131.012.007,                      Sabonete Liquido E Gel,"18.467,90","7,18","32,53","0,05",1739
11188,1.15.132,          Cuidado Com Rosto,"75.375,99","3,42","29,58","0,20",0
11189,1.15.132.001,                Aparelho De Barba E Carga,"71.833,60","95,30","29,46","0,19",0
11190,1.15.132.001.001,                      Aparelho Descartavel Masculino,"52.455,98","73,02","29,64","0,14",5093
11191,1.15.132.001.002,                      Aparelho Recarregavel Masculino,"7.506,19","10,45","28,31","0,02",242
11192,1.15.132.001.003,                      Cartucho De Aparelho Masculino,"7.772,34","10,82","29,72","0,02",264
11193,1.15.132.001.004,                      Kit Barba Masculino,"0,00","0,00","0,00","0,00",0
11194,1.15.132.001.005,                      Lamina Barbear,"4.099,09","5,71","28,72","0,01",823
11195,1.15.132.002,                Maquiagem,"1.312,41","1,74","31,05","0,00",0
11196,1.15.132.002.001,                      Acessorios Maquiagem,"0,00","0,00","0,00","0,00",0
11197,1.15.132.002.002,                      Antiacne,"0,00","0,00","0,00","0,00",0
11198,1.15.132.002.003,                      Base,"0,00","0,00","0,00","0,00",0
11199,1.15.132.002.004,                      Kit Maquiagem,"0,00","0,00","0,00","0,00",0
11200,1.15.132.002.005,                      Labios,"72,30","5,51","35,52","0,00",17
11201,1.15.132.002.006,                      Olhos,"0,00","0,00","0,00","0,00",0
11202,1.15.132.002.007,                      Preparacao Da Pele,"1.240,11","94,49","30,79","0,00",114
11203,1.15.132.003,                Pre E Pos Barba,"2.229,98","2,96","32,50","0,01",0
11204,1.15.132.003.001,                      Creme Pre Barba,"923,73","41,42","36,33","0,00",78
11205,1.15.132.003.002,                      Espuma Pre Barba,"1.306,25","58,58","29,79","0,00",53
11206,1.15.132.003.003,                      Gel Pre Barba Masculino,"0,00","0,00","0,00","0,00",0
11207,1.15.132.003.004,                      Locao Pos Barba,"0,00","0,00","0,00","0,00",0
11208,1.15.133,          Cuidados Infantil,"108.644,41","4,92","31,27","0,28",0
11209,1.15.133.001,                Cabelo Infantil,"17.830,19","16,41","32,16","0,05",0
11210,1.15.133.001.001,                      Condicionador Infantil,"4.506,26","25,27","30,79","0,01",243
11211,1.15.133.001.002,                      Creme Pentear Infantil,"0,00","0,00","0,00","0,00",0
11212,1.15.133.001.003,                      Kit Shampoo Infantil,"169,95","0,95","23,36","0,00",5
11213,1.15.133.001.004,                      Shampoo Infantil,"13.153,98","73,77","32,75","0,03",786
11214,1.15.133.002,                Corpo Infantil,"16.983,26","15,63","33,19","0,04",0
11215,1.15.133.002.001,                      Creme Contra Assaduras,"1.250,79","7,36","31,34","0,00",92
11216,1.15.133.002.002,                      Creme Gel Hidratante Infantil,"0,00","0,00","0,00","0,00",0
11217,1.15.133.002.003,                      Kit Banho Infantil,"0,00","0,00","0,00","0,00",0
11218,1.15.133.002.004,                      Oleo Locao Colonia,"703,52","4,14","31,66","0,00",45
11219,1.15.133.002.005,                      Sabonete Barra Infantil,"7.928,00","46,68","34,18","0,02",1300
11220,1.15.133.002.006,                      Sabonete Liquido Infantil,"5.574,42","32,82","31,94","0,01",308
11221,1.15.133.002.007,                      Talco Infantil,"1.526,53","8,99","34,87","0,00",74
11222,1.15.133.003,                Higiene Oral Infantil,"12.442,05","11,45","32,37","0,03",0
11223,1.15.133.003.001,                      Creme Ou Gel Dental Infantil,"5.330,08","42,84","30,72","0,01",625
11224,1.15.133.003.002,                      Escova Dental Infantil,"6.269,67","50,39","33,65","0,02",549
11225,1.15.133.003.003,                      Kit Higiene Bucal,"842,30","6,77","33,24","0,00",31
11226,1.15.133.004,                Limpeza Infantil,"61.388,91","56,50","30,25","0,16",0
11227,1.15.133.004.001,                      Lenco Umedecido Infantil,"61.388,91","100,00","30,25","0,16",6394
11228,1.15.133.004.002,                      Solucao Gel Infantil,"0,00","0,00","0,00","0,00",0
11229,1.15.133.004.003,                      Trocador De Fraldas,"0,00","0,00","0,00","0,00",0
11230,1.15.134,          Descartaveis Higienicos,"240.765,41","10,91","25,35","0,62",0
11231,1.15.134.001,                Absorventes,"111.320,69","46,24","28,19","0,29",0
11232,1.15.134.001.001,                      Absorvente Interno,"10.130,53","9,10","29,20","0,03",612
11233,1.15.134.001.002,                      Coletor,"0,00","0,00","0,00","0,00",0
11234,1.15.134.001.003,                      Diurno Com Abas,"49.338,73","44,32","28,10","0,13",4765
11235,1.15.134.001.004,                      Diurno Sem Abas,"4.167,41","3,74","32,86","0,01",607
11236,1.15.134.001.005,                      Noturno Com Abas,"23.499,81","21,11","27,80","0,06",1567
11237,1.15.134.001.006,                      Noturno Sem Abas,"0,00","0,00","0,00","0,00",0
11238,1.15.134.001.007,                      Protetor Diario,"24.184,21","21,72","27,53","0,06",1973
11239,1.15.134.002,                Fralda Descartavel,"127.287,36","52,87","22,80","0,33",0
11240,1.15.134.002.001,                      Fralda De Pano,"0,00","0,00","0,00","0,00",0
11241,1.15.134.002.002,                      Tamanho G,"25.796,61","20,27","23,19","0,07",554
11242,1.15.134.002.003,                      Tamanho M,"16.903,25","13,28","22,56","0,04",400
11243,1.15.134.002.004,                      Tamanho P,"7.447,53","5,85","24,71","0,02",221
11244,1.15.134.002.005,                      Tamanho Rn,"2.414,64","1,90","22,34","0,01",110
11245,1.15.134.002.006,                      Tamanho Xg,"37.293,45","29,30","22,26","0,10",729
11246,1.15.134.002.007,                      Tamanho Xxg,"37.431,88","29,41","22,82","0,10",726
11247,1.15.134.003,                Geriatrica,"1.679,77","0,70","28,11","0,00",0
11248,1.15.134.003.001,                      Absorvente Geriatrico,"0,00","0,00","0,00","0,00",0
11249,1.15.134.003.002,                      Fralda Geriatrica,"1.679,77","100,00","28,11","0,00",45
11250,1.15.134.003.003,                      Roupa Intima Geriatrica,"0,00","0,00","0,00","0,00",0
11251,1.15.134.004,                Lenco Descartavel,"477,59","0,20","31,97","0,00",0
11252,1.15.134.004.001,                      Lenco De Papel Caixa,"0,00","0,00","0,00","0,00",0
11253,1.15.134.004.002,                      Lenco De Papel De Bolso,"93,74","19,63","32,87","0,00",20
11254,1.15.134.004.003,                      Lenco Umedecido Adulto,"383,85","80,37","31,75","0,00",59
11255,1.15.135,          Higiene Oral,"242.785,48","11,00","31,83","0,63",0
11256,1.15.135.001,                Creme E Gel Dental,"154.736,55","63,73","30,10","0,40",0
11257,1.15.135.001.001,                      Creme Dental Adulto Branqueador,"3.532,32","2,28","32,54","0,01",276
11258,1.15.135.001.002,                      Creme Dental Adulto Comum,"126.629,44","81,84","30,35","0,33",14356
11259,1.15.135.001.003,                      Creme Dental Adulto Gel,"24.574,79","15,88","28,50","0,06",2925
11260,1.15.135.001.004,                      Creme Dental Adulto Sensiveis,"0,00","0,00","0,00","0,00",0
11261,1.15.135.002,                Enxaguatorio Bucal,"18.735,50","7,72","31,68","0,05",0
11262,1.15.135.002.001,                      Enxaguante Bucal Acima De 250ml,"11.127,88","59,40","30,56","0,03",615
11263,1.15.135.002.002,                      Enxaguante Bucal Ate 250ml,"7.607,62","40,60","33,32","0,02",618
11264,1.15.135.003,                Escova Dental,"53.640,92","22,09","35,81","0,14",0
11265,1.15.135.003.001,                      Escova Dental Adulto Comum,"17.178,04","32,02","35,49","0,05",1806
11266,1.15.135.003.002,                      Escova Dental Adulto Kit,"36.462,88","67,98","35,97","0,10",2073
11267,1.15.135.003.003,                      Higienizador Lingua,"0,00","0,00","0,00","0,00",0
11268,1.15.135.003.004,                      Protetor De Cerdas,"0,00","0,00","0,00","0,00",0
11269,1.15.135.004,                Fio E Fixador Dental,"15.672,51","6,46","35,40","0,04",0
11270,1.15.135.004.001,                      Condutor Dental,"0,00","0,00","0,00","0,00",0
11271,1.15.135.004.002,                      Fio Dental,"15.672,51","100,00","35,40","0,04",990
11272,1.15.136,          Papel Higienico,"475.851,19","21,56","22,86","1,23",0
11273,1.15.136.001,                Folha Dupla,"387.340,60","81,40","22,54","1,00",0
11274,1.15.136.001.001,                      Folha Dupla Pacote 12 Unidades,"290.722,56","75,06","22,81","0,75",17688
11275,1.15.136.001.002,                      Folha Dupla Pacote 16 Unidades,"9.864,34","2,55","26,58","0,03",485
11276,1.15.136.001.003,                      Folha Dupla Pacote 24 Unidades,"42.723,32","11,03","17,67","0,11",1545
11277,1.15.136.001.004,                      Folha Dupla Pacote 4 Unidades,"22.977,31","5,93","30,32","0,06",2853
11278,1.15.136.001.005,                      Folha Dupla Pacote 8 Unidades,"0,00","0,00","0,00","0,00",0
11279,1.15.136.001.006,                      Folha Dupla Pacote Acima 24 Unidades,"21.053,07","5,44","18,41","0,06",731
11280,1.15.136.002,                Folha Simples,"81.420,19","17,11","23,50","0,21",0
11281,1.15.136.002.001,                      Folha Simples Pacote 10 Unidades,"0,00","0,00","0,00","0,00",0
11282,1.15.136.002.002,                      Folha Simples Pacote 12 Unidades,"21.728,75","26,69","23,26","0,06",1081
11283,1.15.136.002.003,                      Folha Simples Pacote 16 Unidades,"22.811,32","28,02","17,51","0,06",931
11284,1.15.136.002.004,                      Folha Simples Pacote 24 Unidades,"0,00","0,00","0,00","0,00",0
11285,1.15.136.002.005,                      Folha Simples Pacote 4 Unidades,"11.322,70","13,91","26,95","0,03",2509
11286,1.15.136.002.006,                      Folha Simples Pacote 8 Unidades,"25.557,42","31,39","27,54","0,07",3022
11287,1.15.136.002.007,                      Folha Simples Pacote Acima 24 Unidades,"0,00","0,00","0,00","0,00",0
11288,1.15.136.003,                Folha Tripla,"7.090,40","1,49","32,52","0,02",0
11289,1.15.136.003.001,                      Folha Tripla Pacote 16 Unidades,"7.090,40","100,00","32,52","0,02",338
11290,1.15.136.003.002,                      Folha Tripla Pacote 24 Unidades,"0,00","0,00","0,00","0,00",0
11291,1.15.136.003.003,                      Folha Tripla Pacote 4 Unidades,"0,00","0,00","0,00","0,00",0
11292,1.15.136.003.004,                      Folha Tripla Pacote 8 Unidades,"0,00","0,00","0,00","0,00",0
11293,1.15.136.003.005,                      Folha Tripla Pacote Acima 24 Unidades,"0,00","0,00","0,00","0,00",0
11294,1.16,    Tabacaria,"36.018,07","0,18","36,68","0,09",0
11295,1.16.137,          Tabacaria,"36.018,07","100,00","36,68","0,09",0
11296,1.16.137.001,                Cigarros,"36.018,07","100,00","36,68","0,09",0
11297,1.16.137.001.001,                      Cigarro Sabores,"0,00","0,00","0,00","0,00",0
11298,1.16.137.001.002,                      Cigarro Tradicional Filtro Branco,"0,00","0,00","0,00","0,00",0
11299,1.16.137.001.003,                      Cigarro Tradicional Filtro Vermelho,"0,00","0,00","0,00","0,00",0
11300,1.16.137.001.004,                      Fumo,"29.742,86","82,58","37,50","0,08",2131
11301,1.16.137.001.005,                      Palha Para Cigarro,"6.275,21","17,42","32,77","0,02",542
20000,2,Pereciveis,"16.853.931,75","100,00","30,34","43,68",0
20001,2.20,    Acougue,"5.851.827,66","34,72","24,49","15,17",0
20002,2.20.138,          Aves,"1.584.626,89","27,08","23,85","4,11",0
20003,2.20.138.001,                Aves Congeladas,"1.028.051,07","64,88","23,55","2,67",0
20004,2.20.138.001.001,                      Asa Congelada,"73.980,79","7,20","25,23","0,19",2842
20005,2.20.138.001.002,                      Ave Inteira Congelada,"0,00","0,00","0,00","0,00",0
20006,2.20.138.001.003,                      Coxa Sobrecoxa Congelada,"351.193,47","34,16","19,30","0,91",12250
20007,2.20.138.001.004,                      Frango Passarinho Congelado,"91.672,61","8,92","20,12","0,24",1909
20008,2.20.138.001.005,                      Miudo Congelado,"17.712,79","1,72","29,82","0,05",1028
